user_id,persona,current_state,login_rate,purchase_rate,avg_days_between_orders,avg_order_value,items_per_order,discount_sensitivity,session_length
88,heavy_buyer,active,0.7053418000184976,0.36580426029004887,6.119276756952238,234.59589853274164,3,0.08165917115908256,12
89,casual_buyer,active,0.4661777925585507,0.1271328097412673,26.341093922222313,93.6388975080137,3,0.48379222573382963,9
90,casual_buyer,active,0.3468041113368844,0.1816231771395401,38.78803813452649,42.617302948403754,2,0.33301492581821046,14
91,window_shopper,active,0.7911370117808187,0.024346953648492715,107.77675712932478,15.694256864832386,1,0.6392132753854723,26
92,casual_buyer,active,0.43603837713638505,0.14871377943280473,18.14809713270107,85.16623807263707,1,0.42954721276657537,7
93,casual_buyer,active,0.47015931068952743,0.10056711029600328,36.46015315950441,51.57503842564064,1,0.27519625901843714,6
94,one_time_buyer,active,0.08568974091356946,0.05266400233734157,137.91770538669874,33.66793125028236,1,0.41043421063914687,6
95,casual_buyer,active,0.35115160693574643,0.28908312859402124,16.08412592247929,102.65815967843037,3,0.3564353644139252,9
96,window_shopper,active,0.6744389984248931,0.029610754165769013,169.1640994938275,12.204721472993516,1,0.543318969453376,16
97,casual_buyer,inactive,0.49838832675827704,0.2061113674862649,26.34288543938679,88.43414332282504,1,0.4105338255638199,13
98,casual_buyer,active,0.33546647478958447,0.14569871487291688,23.47329047087938,76.27991223259579,2,0.22852575178268927,9
99,heavy_buyer,active,0.666783327034162,0.5579429721187136,2.4661505085183872,96.41595353618355,4,0.16235385705547847,18
100,casual_buyer,active,0.3060794238901303,0.2330681040005831,33.75710625628696,109.4473719095252,3,0.49051958759344233,11
101,one_time_buyer,inactive,0.08363673036613484,0.03757528673490866,322.4776901153699,55.72927354307451,1,0.4296400017325851,6
102,window_shopper,active,0.6570796655319326,0.011050153258143337,171.49011491939237,34.88382369878989,1,0.37216642878434175,32
103,discount_hunter,active,0.5265284379045505,0.11011765159992734,13.546866353781716,51.65860063277569,1,0.923833528601712,10
104,one_time_buyer,active,0.16652534299501115,0.06973154896300782,113.3631859937243,33.682617849786524,1,0.4471352727704122,6
105,window_shopper,active,0.5092667377459078,0.04019772574673483,73.65810097322421,22.89740900193671,1,0.5713945019040532,27
106,window_shopper,active,0.40307483435995317,0.022056774480737472,85.34807750643748,14.11704415771981,1,0.43124894237513645,15
107,one_time_buyer,active,0.12503935198343197,0.08833479416939148,311.70505130586,35.04528476145105,1,0.21692090462511657,2
108,window_shopper,active,0.6837995846275737,0.02670775839373922,73.82080471965578,10.625696770742465,1,0.6205288617241809,30
109,discount_hunter,active,0.3973265899290934,0.1383306932454368,23.09906357501579,39.78833484296665,1,0.8018539843445391,11
110,window_shopper,inactive,0.7623690926320202,0.02397501061889521,147.28549268086851,34.56845804574556,1,0.39450753957868967,18
111,one_time_buyer,active,0.07657191934208438,0.08409936624732922,225.88218187978188,82.811207767289,1,0.37956210279802516,7
112,discount_hunter,active,0.5508869627599087,0.07264361020896154,11.707156462393902,42.11040319181424,1,0.7824021002458477,8
113,casual_buyer,cooling_down,0.4495089894989365,0.115346200234691,36.60625084813098,108.42346971648722,2,0.35212034520018654,9
114,window_shopper,inactive,0.7239263670791884,0.036073498185944394,98.58321154565141,24.268870838292084,1,0.3247494800404403,17
115,window_shopper,active,0.46902356457454597,0.01990974894393137,112.53099291710797,23.18265375287873,1,0.3634984831926165,24
116,window_shopper,cooling_down,0.715690772625466,0.035892214278772275,67.9094225135661,12.835178425452831,1,0.41365878955124546,33
117,casual_buyer,active,0.37482185437592586,0.12828567611686356,23.745519688396108,117.41572061541957,3,0.3175873953006081,10
118,one_time_buyer,active,0.17197771757222016,0.07690814799963058,317.9637175459777,81.7142270490638,1,0.4105573358936696,5
119,casual_buyer,cooling_down,0.2642577983626701,0.2895336535068693,27.156773021818182,58.12344372271098,1,0.2231495252902629,13
120,discount_hunter,active,0.3150989969430245,0.10051465579464225,29.15769011118104,26.5524520714754,1,0.7486741636265352,17
121,window_shopper,cooling_down,0.5643434445986134,0.037054516887541314,88.50362417363101,23.32596129415827,1,0.5994146072381745,26
122,window_shopper,cooling_down,0.734045357090283,0.024713638329001315,173.65562042929474,39.53319380594732,1,0.41270869308151015,24
123,discount_hunter,cooling_down,0.3553594138413725,0.08750048173835107,26.02947590511118,63.70584725261185,2,0.7307769195245227,18
124,casual_buyer,active,0.47159186269347236,0.12946973119832086,25.93681400487452,115.71306104094086,1,0.3353383970662127,8
125,casual_buyer,cooling_down,0.4983576053714874,0.17498253468355351,15.704688638203752,114.46607237999625,3,0.3949882052882545,12
126,one_time_buyer,active,0.07081890377272794,0.07938753227023562,213.3654053451178,30.367583881393255,1,0.3023695713748179,7
127,casual_buyer,active,0.2864304734117692,0.160230238917244,16.193736165471282,73.58604350027545,3,0.3371340849909346,6
128,window_shopper,active,0.4967752537683974,0.015743073609850403,111.50866717240005,28.44428748327852,1,0.4666270380834159,31
129,window_shopper,inactive,0.6029310786319146,0.0495332594238587,126.49823429018346,21.71361197680192,1,0.554268316587452,39
130,casual_buyer,inactive,0.41988230643519253,0.22565139249513128,34.287534352746476,98.8149587849849,1,0.21330070648856247,10
131,window_shopper,active,0.6781557007984256,0.03526943391033351,157.37972182171276,11.89301611096674,1,0.48307183097894124,22
132,heavy_buyer,active,0.7788458973136247,0.5972806755740309,4.715153488270929,123.06334008444496,5,0.03822068614678218,15
133,casual_buyer,active,0.3104057522944019,0.2778973034024563,33.58269263799053,111.57099959640426,2,0.4921170752945927,9
134,discount_hunter,active,0.5908325297370542,0.06183905090832019,25.06133247075568,61.11706397699433,2,0.7963634284643781,8
135,window_shopper,active,0.6759059233781946,0.024061879350879688,65.08261954201555,36.101115251691766,1,0.6992602391092195,21
136,window_shopper,inactive,0.545324452260393,0.0420438390224868,141.52927293776278,38.583681888388234,1,0.5430291613283421,34
137,casual_buyer,active,0.3148563205066333,0.21344892834482387,30.127370721369637,94.3249645530716,3,0.31160401354120515,12
138,window_shopper,reactivated,0.4998446612373592,0.014537944503400721,148.28098313753134,24.971318807694004,1,0.5246690843038588,21
139,casual_buyer,cooling_down,0.4749436728625644,0.1982400390508448,18.06593554759927,108.22610323074582,2,0.4696037092358691,9
140,casual_buyer,active,0.3042275884215694,0.11298781566321424,28.55428403063906,111.30653458831111,3,0.4135427312021638,14
141,casual_buyer,active,0.2602941113533057,0.12777537440767314,34.759326520193724,42.10272214466126,2,0.3106733496503662,13
142,casual_buyer,active,0.49987851318031606,0.2437739319781439,28.1423913707575,101.53316402997584,3,0.22212521387337172,14
143,casual_buyer,active,0.4633880454951235,0.25605258576766166,30.994848234166575,54.55705092417099,3,0.32978548594459245,14
144,casual_buyer,active,0.2967982253463667,0.24186642650584916,23.650577058546826,115.27232439452278,3,0.4537801118467597,7
145,casual_buyer,active,0.3600434089305142,0.20051462894825253,19.21589754369267,115.32855902948766,1,0.39761986201512634,12
146,discount_hunter,active,0.311349395159551,0.0568192704937013,26.036343345609,48.83856157386896,2,0.9300877002748933,12
147,casual_buyer,active,0.4869950509863215,0.19658896363508388,35.11720385539333,94.79926729565413,1,0.22189190765160374,5
148,window_shopper,active,0.5250329996987733,0.0387345154044975,148.10397057654563,35.82332097262976,1,0.35230646062095455,24
149,casual_buyer,active,0.2743756647576637,0.1193623305121143,22.255300124247537,70.73198668012849,2,0.274481084114356,13
150,casual_buyer,active,0.42893641254158854,0.19965310841198175,27.86812098078711,79.90077667181234,1,0.2069528894649053,14
151,casual_buyer,inactive,0.21516212138836757,0.19897884070503524,37.05848690920503,92.34080295116937,2,0.3610072247866781,13
152,one_time_buyer,reactivated,0.10489060287763446,0.05804071347103296,246.82745206728305,43.62587113214033,1,0.22941269989713675,5
153,one_time_buyer,active,0.06782165295853844,0.0982557970789649,198.32352100036695,85.6428059866662,1,0.5755794267821501,6
154,casual_buyer,reactivated,0.24111091207025614,0.16660814107055344,26.84360375987975,76.55908474262992,2,0.3546517196441762,8
155,one_time_buyer,reactivated,0.09488515137924775,0.05354614165061748,317.77958113827833,67.26378809131134,1,0.3199162258949655,6
156,window_shopper,inactive,0.7187019255720589,0.03901296850207421,142.5652381443326,10.799414648914995,1,0.6868282784688203,34
157,window_shopper,active,0.46820482469866376,0.03516100964581455,134.36829666013074,35.23501374874793,1,0.5722907580202715,15
158,casual_buyer,active,0.24542937743580365,0.23810005218370509,25.259435233067627,101.99778414456728,3,0.4618453126736961,12
159,casual_buyer,active,0.3986680399143047,0.20509543028000707,22.84381496844543,53.85459390858622,3,0.3026981053045539,8
160,one_time_buyer,inactive,0.14151148701181276,0.043458491839569936,157.7927622700241,69.06606555651828,1,0.5891642510362276,3
161,casual_buyer,reactivated,0.304640952260392,0.2867400749541601,34.885133900058335,61.87660294043384,1,0.4029866737347637,8
162,discount_hunter,cooling_down,0.4161810607971742,0.093144551242121,27.853532187459884,37.31817570478083,1,0.7769331926420446,13
163,one_time_buyer,inactive,0.07059094322013845,0.07309739240901447,251.37838710697417,46.97206268872007,1,0.41241659589311963,5
164,casual_buyer,reactivated,0.43122981742948374,0.10103628928142601,28.758814144490415,114.32797441359823,2,0.48050962957884547,13
165,casual_buyer,cooling_down,0.39376937536708095,0.28158739174712444,17.236518012787908,85.93066825402985,2,0.416935303472727,14
166,casual_buyer,active,0.4758904435552802,0.299434360617702,24.924864356957492,79.63071178574063,3,0.4886394140250027,14
167,casual_buyer,active,0.4948981665113019,0.15691233047000924,39.727486752218084,83.46403868455799,2,0.4815681505222617,13
168,casual_buyer,cooling_down,0.33767434130970836,0.15145297604590383,19.654976728201692,98.92943163938057,3,0.37033436672628184,12
169,discount_hunter,cooling_down,0.5061122635839184,0.0630106654772534,26.731396335248856,29.239060052366998,1,0.7970805010255249,10
170,heavy_buyer,active,0.7254864599229037,0.5307206321002493,2.05717867097084,191.1261724019338,4,0.012424866360107223,11
171,discount_hunter,cooling_down,0.5814228140409023,0.09664669225769906,12.935393646119408,65.80651929253176,1,0.8843876344431547,10
172,window_shopper,active,0.56633824617249,0.03196938035273459,116.49936922551737,26.125530630796025,1,0.38736464906293033,21
173,window_shopper,active,0.6815064500623491,0.013124108885897608,127.70024667281697,11.852741426700513,1,0.5021948224370383,29
174,casual_buyer,active,0.2616204456618085,0.2166295356882035,17.273541111292197,80.83002832262676,3,0.33602969005393457,10
175,discount_hunter,cooling_down,0.5893120319300009,0.10939230649298863,30.411330648328263,57.290224141590784,2,0.7135869408183486,12
176,casual_buyer,active,0.4801326687754792,0.10634697420461581,25.221673395481204,101.51776500667862,3,0.4934999854772303,11
177,discount_hunter,active,0.6627069246098289,0.10634683007029816,27.068258852538534,53.08962690627341,2,0.8960602295256106,12
178,one_time_buyer,active,0.08340353239493997,0.030243130646143545,96.25221501354082,50.88540920920873,1,0.4177781356100083,5
179,casual_buyer,active,0.48122310834052007,0.24500478918178367,17.821115969161934,104.75825468313556,2,0.429816040254171,13
180,casual_buyer,active,0.3793354690194658,0.24065725337298574,16.216908031093727,99.24328627838892,2,0.2703017835462685,7
181,casual_buyer,active,0.4447358770289951,0.24630349662320364,22.9725924092298,87.83341394218098,3,0.29619953461789494,8
182,casual_buyer,active,0.21828729113202866,0.28970405100534424,36.99284727409707,112.92621324964355,2,0.32816017468836306,9
183,one_time_buyer,inactive,0.09781016859744684,0.05914272433950113,131.03484215192003,56.352213195499246,1,0.389407528164888,7
184,heavy_buyer,active,0.7905964873967273,0.5919465471366566,4.786433790996366,102.79576768004327,2,0.04066734661201088,19
185,one_time_buyer,active,0.07857224276461075,0.04879231114984868,275.25977817450905,72.20454314923532,1,0.27526531757310213,6
186,discount_hunter,active,0.4331857243275285,0.19355296407900102,10.38334265571232,66.85798816011238,2,0.7351948598330003,19
187,casual_buyer,active,0.4745379378780669,0.2104158585095629,34.38784705159426,70.4529395498338,2,0.30777786666547274,7
188,loyal_customer,cooling_down,0.6643216477078955,0.417946236312737,14.14330498897489,223.79737800075236,5,0.05625247274643544,15
189,window_shopper,cooling_down,0.5670312294220695,0.016096456407365733,99.58383431734319,21.395193242234626,1,0.49972059294772897,31
190,heavy_buyer,active,0.8104236135996769,0.4726488956451956,2.841168229757705,215.1458374401178,2,0.14406270615241876,17
191,casual_buyer,active,0.21014712714940717,0.26933947663654445,38.629702780022455,93.45724347145222,3,0.32371766672467783,13
192,window_shopper,active,0.5492802770747248,0.03471340943507212,140.01056754640075,28.495580832530138,1,0.4951417536012285,15
193,casual_buyer,active,0.4932438044697535,0.10342851952048544,35.32893052284774,93.92263616953683,3,0.47293200979962985,6
194,window_shopper,cooling_down,0.7260857562853131,0.020692989467065433,107.62757069976857,21.191547503910463,1,0.5260008729791876,39
195,one_time_buyer,active,0.1787328738531781,0.08317100951237913,115.71263899245508,56.54848155678711,1,0.2224459756515863,2
196,one_time_buyer,active,0.13487849419265527,0.09005722193545687,116.22450475445078,66.97114299491537,1,0.28456682235381886,7
197,casual_buyer,inactive,0.47767544302427695,0.2798623301730017,29.08774660119959,42.63214241227775,3,0.2943454079679953,14
198,casual_buyer,reactivated,0.22308124743240376,0.13249005014294118,21.01180485760717,106.77204480734017,2,0.46895773010081593,8
199,one_time_buyer,inactive,0.1251189277456588,0.09820263292051976,104.76651878553324,60.596177699044944,1,0.33623709859004236,6
200,casual_buyer,active,0.2819981085886392,0.29851717569015945,27.265086402769832,68.46489581646783,3,0.3295543838718634,11
201,one_time_buyer,active,0.15696627990175788,0.0357426606771204,132.41076506301755,79.81740083450316,1,0.4958621155906378,3
202,casual_buyer,active,0.28092993297181595,0.12650140089883988,19.68479458819693,75.90749416171612,2,0.32241325252494124,5
203,casual_buyer,active,0.3155713752187951,0.1583694702592642,24.694988984459844,46.775961354281804,3,0.47156227229400766,14
204,casual_buyer,active,0.29033937961252065,0.19862478844215692,16.58167875692386,74.7741015410196,2,0.34526939418017855,5
205,window_shopper,cooling_down,0.4782192899521042,0.01427889470323608,96.55895949015084,38.46470387183696,1,0.5480768751498757,35
206,discount_hunter,inactive,0.6896901506018427,0.07041867073673973,18.01662888437719,67.3639461008058,1,0.7942549843586324,19
207,window_shopper,inactive,0.6303517126499842,0.019696971871222924,105.12663627889765,34.494835462987396,1,0.3455551294447992,29
208,window_shopper,active,0.7812018445945185,0.028464888913325936,145.00404615072762,23.15364862926726,1,0.577134111729737,35
209,window_shopper,cooling_down,0.49680846706831955,0.03634651874129272,145.82836695593113,33.67230289660189,1,0.6962802457747872,26
210,one_time_buyer,active,0.13154678050812169,0.08535046419344815,188.87061057947147,92.68510607526294,1,0.4552721468043364,2
211,window_shopper,active,0.4177186774111399,0.04934432823807931,141.29662750370227,21.988532386752468,1,0.6862867110855313,25
212,window_shopper,active,0.6322073182096017,0.03300941593081705,113.49342618058881,21.734025060325084,1,0.5354359826160588,27
213,window_shopper,active,0.7846911462719882,0.014642773518358987,172.88113897754317,14.25025530494645,1,0.4821330540903508,20
214,one_time_buyer,active,0.09783642113265507,0.051018485822735826,312.80113265264197,38.055968668915014,1,0.4591879669110855,6
215,casual_buyer,active,0.2480407133646078,0.2119697904979726,38.96156554334874,58.54844379291283,2,0.25533553254541813,11
216,casual_buyer,active,0.3776609475081105,0.1777671560711414,32.61839039899336,56.46275834938575,3,0.44261893658937823,5
217,casual_buyer,cooling_down,0.33726512666185565,0.15247067909047218,36.56591368643268,82.21720157022261,2,0.3790912487848981,11
218,window_shopper,inactive,0.7254953017043736,0.0382395344378392,95.69338016392223,28.434535471387584,1,0.35357910786028424,17
219,window_shopper,active,0.5672956424845035,0.015514691941382299,106.04519554052244,15.572610978782969,1,0.5773731706117421,31
220,casual_buyer,active,0.2943740043982533,0.1902001941493302,16.34028156577092,68.7231337737095,1,0.24096041439874877,13
221,one_time_buyer,active,0.1123445652911168,0.0887924261470856,224.39236578341354,35.78694380505268,1,0.5044226474181697,3
222,window_shopper,active,0.6970073007719149,0.04063678219774763,125.96714214456615,13.396329858760694,1,0.6100452111455982,35
223,one_time_buyer,inactive,0.1319529912082947,0.09928430095136784,118.16452069131203,88.10495015797778,1,0.31908357404115745,7
224,window_shopper,active,0.7975830737274469,0.041025265995230945,88.43352664400174,34.321081505182306,1,0.44025233644559586,32
225,casual_buyer,cooling_down,0.2620828162255298,0.11187156672786823,23.770386973820774,62.48680150321584,2,0.2970960847564045,12
226,loyal_customer,active,0.7377547605731585,0.26904503276286856,14.62771994993792,339.9934935215632,7,0.09924862256446744,27
227,one_time_buyer,cooling_down,0.17427227040479493,0.08330315112358999,275.96450226748516,64.26211081409464,1,0.3074868608349944,4
228,casual_buyer,inactive,0.35468404162630973,0.15564513757035675,38.40840285221438,69.52569392603377,3,0.2981867840482791,5
229,window_shopper,active,0.6656575283327371,0.024328909173639487,67.59968232722096,26.032733931626947,1,0.4718572402740944,20
230,window_shopper,cooling_down,0.6264568443668561,0.0294135161603402,101.2487544663143,30.476557782796178,1,0.33982989676648234,34
231,window_shopper,inactive,0.4002703726048417,0.04832127077215889,84.27818476768797,30.65775645734531,1,0.5599988797362611,18
232,casual_buyer,active,0.31155313029402976,0.28076005376713153,19.138126978983593,71.70732535457866,1,0.40983241145737204,7
233,window_shopper,active,0.4530799168159947,0.01904763445837624,141.5979270145895,10.278608428253804,1,0.6268436107653194,39
234,casual_buyer,active,0.4192290145291913,0.12048543408990134,22.833786936022655,110.47911959842165,1,0.43203814509518723,12
235,window_shopper,active,0.40338989678120385,0.036000808526312274,112.81193049358222,31.67296079092967,1,0.36054965233771236,25
