order_id,session_id,user_id,order_date,order_value,items_count,used_discount,payment_method
64,343,910,2024-01-01,157.16,4,False,card
65,344,911,2024-01-01,115.2,3,False,card
66,346,918,2024-01-01,18.72,1,False,card
67,350,924,2024-01-01,24.02,1,False,card
68,354,940,2024-01-01,23.26,1,False,card
69,359,953,2024-01-01,25.61,1,True,card
70,360,958,2024-01-01,58.62,3,False,card
71,365,967,2024-01-01,15.48,1,False,card
72,375,995,2024-01-01,109.5,4,False,paypal
73,376,996,2024-01-01,46.15,1,True,card
74,382,16,2024-01-02,33.08,1,False,card
75,391,34,2024-01-02,104.71,4,True,card
76,393,36,2024-01-02,15.25,1,False,paypal
77,398,52,2024-01-02,155.55,3,False,paypal
78,404,73,2024-01-02,27.47,1,False,card
79,409,85,2024-01-02,31.46,1,True,paypal
80,411,89,2024-01-02,102.47,3,False,card
81,419,116,2024-01-02,13.54,1,False,paypal
82,426,135,2024-01-02,37.12,1,True,paypal
83,431,148,2024-01-02,37.11,1,True,card
84,436,165,2024-01-02,82.9,2,False,card
85,443,184,2024-01-02,101.37,2,False,crypto
86,456,233,2024-01-02,12.47,1,True,paypal
87,460,239,2024-01-02,64.86,2,True,card
88,465,249,2024-01-02,13.53,1,False,paypal
89,466,250,2024-01-02,43.93,3,True,card
90,470,259,2024-01-02,58.83,1,True,card
91,472,262,2024-01-02,42.57,2,True,card
92,473,264,2024-01-02,11.67,1,False,card
93,474,265,2024-01-02,22.14,1,True,paypal
94,479,276,2024-01-02,101.66,1,True,paypal
95,483,286,2024-01-02,85.2,4,False,card
96,488,295,2024-01-02,61.77,2,True,card
97,490,299,2024-01-02,23.62,1,False,card
98,493,315,2024-01-02,139.28,3,False,card
99,496,324,2024-01-02,98.8,4,False,crypto
100,505,352,2024-01-02,160.63,3,True,card
101,508,356,2024-01-02,28.53,2,True,card
102,512,371,2024-01-02,33.39,1,True,card
103,513,372,2024-01-02,53.03,1,False,card
104,516,379,2024-01-02,57.08,1,True,card
105,518,387,2024-01-02,223.51,6,False,paypal
106,522,402,2024-01-02,30.23,1,True,card
107,524,408,2024-01-02,31.5,1,True,card
108,527,411,2024-01-02,32.11,1,False,paypal
109,532,423,2024-01-02,14.7,1,True,paypal
110,535,433,2024-01-02,45.76,1,True,card
111,557,491,2024-01-02,241.62,6,False,paypal
112,558,494,2024-01-02,20.5,2,True,paypal
113,561,499,2024-01-02,159.92,3,False,paypal
114,564,510,2024-01-02,126.5,2,False,card
115,573,543,2024-01-02,16.68,1,True,card
116,576,553,2024-01-02,145.97,3,False,paypal
117,578,556,2024-01-02,93.15,1,True,card
118,585,579,2024-01-02,14.59,1,False,card
119,587,583,2024-01-02,211.96,4,False,paypal
120,594,598,2024-01-02,104.29,2,False,paypal
121,596,600,2024-01-02,29.82,1,True,crypto
122,607,620,2024-01-02,186.65,6,False,card
123,609,636,2024-01-02,77.48,1,True,card
124,610,639,2024-01-02,55.46,1,False,card
125,611,640,2024-01-02,41.58,1,False,card
126,617,650,2024-01-02,14.83,1,True,card
127,622,664,2024-01-02,24.78,1,True,card
128,623,665,2024-01-02,25.48,1,True,paypal
129,624,667,2024-01-02,48.66,1,True,card
130,631,683,2024-01-02,15.1,1,True,paypal
131,634,690,2024-01-02,58.32,1,False,paypal
132,641,706,2024-01-02,16.59,1,False,paypal
133,642,707,2024-01-02,76.06,1,False,card
134,643,708,2024-01-02,101.98,2,True,card
135,644,712,2024-01-02,153.7,6,False,card
136,647,720,2024-01-02,56.51,2,False,card
137,649,723,2024-01-02,184.52,2,False,crypto
138,651,734,2024-01-02,102.31,5,False,card
139,657,757,2024-01-02,92.41,4,False,card
140,659,761,2024-01-02,116.85,3,False,card
141,661,763,2024-01-02,11.19,1,False,card
142,666,774,2024-01-02,24.16,1,False,card
143,668,779,2024-01-02,65.34,2,True,card
144,670,781,2024-01-02,18.05,1,False,crypto
145,671,783,2024-01-02,20.62,1,False,paypal
146,673,788,2024-01-02,38.8,2,True,paypal
147,677,797,2024-01-02,35.97,1,True,card
148,678,803,2024-01-02,77.48,5,False,card
149,684,826,2024-01-02,33.48,1,True,paypal
150,688,832,2024-01-02,109.59,4,False,card
151,693,845,2024-01-02,84.0,1,True,card
152,698,853,2024-01-02,22.63,1,False,paypal
153,700,862,2024-01-02,360.17,3,False,card
154,705,878,2024-01-02,127.02,2,True,card
155,708,883,2024-01-02,49.8,1,False,card
156,711,886,2024-01-02,21.25,1,False,card
157,713,894,2024-01-02,40.92,1,False,card
158,715,898,2024-01-02,222.16,4,False,card
159,730,938,2024-01-02,99.06,3,False,card
160,735,950,2024-01-02,26.65,1,True,paypal
161,742,962,2024-01-02,79.58,1,False,card
162,748,969,2024-01-02,25.0,1,True,paypal
163,749,972,2024-01-02,14.69,1,True,card
164,756,996,2024-01-02,52.76,1,False,card
165,764,23,2024-01-03,211.26,6,False,card
166,766,29,2024-01-03,20.06,2,True,card
167,776,56,2024-01-03,53.75,1,False,card
168,778,61,2024-01-03,360.21,7,False,card
169,781,72,2024-01-03,64.09,2,True,card
170,787,85,2024-01-03,30.4,1,False,paypal
171,794,99,2024-01-03,81.81,3,False,card
172,796,106,2024-01-03,13.86,1,True,paypal
173,806,138,2024-01-03,25.2,1,False,card
174,812,154,2024-01-03,80.19,3,False,card
175,814,169,2024-01-03,32.94,1,True,card
176,819,177,2024-01-03,45.35,2,True,paypal
177,827,209,2024-01-03,29.33,1,True,card
178,828,211,2024-01-03,24.32,1,True,crypto
179,834,222,2024-01-03,12.72,1,False,paypal
180,849,262,2024-01-03,52.86,2,True,card
181,853,267,2024-01-03,101.65,4,False,card
182,856,277,2024-01-03,47.54,2,False,paypal
183,866,306,2024-01-03,99.05,2,False,paypal
184,871,320,2024-01-03,120.4,2,False,paypal
185,876,345,2024-01-03,52.54,1,False,paypal
186,883,361,2024-01-03,293.35,7,False,paypal
187,892,390,2024-01-03,97.5,3,False,card
188,897,404,2024-01-03,13.82,1,False,paypal
189,900,412,2024-01-03,79.62,4,False,paypal
190,909,442,2024-01-03,43.49,1,False,card
191,910,443,2024-01-03,91.83,2,True,paypal
192,911,447,2024-01-03,14.83,1,True,card
193,913,449,2024-01-03,25.67,1,False,card
194,916,455,2024-01-03,9.18,1,False,card
195,924,476,2024-01-03,25.15,1,False,card
196,930,487,2024-01-03,19.76,1,True,card
197,931,491,2024-01-03,242.69,5,False,card
198,937,506,2024-01-03,85.26,3,False,card
199,941,525,2024-01-03,319.97,4,False,card
200,943,532,2024-01-03,86.74,1,False,card
201,953,553,2024-01-03,152.93,4,False,paypal
202,958,567,2024-01-03,91.05,1,True,paypal
203,965,581,2024-01-03,82.02,4,True,card
204,970,592,2024-01-03,59.3,3,False,card
205,973,598,2024-01-03,114.72,2,False,card
206,977,607,2024-01-03,21.8,1,True,card
207,983,618,2024-01-03,93.36,2,True,card
208,991,642,2024-01-03,183.86,5,True,paypal
209,992,644,2024-01-03,62.55,2,True,paypal
210,994,647,2024-01-03,24.56,1,True,paypal
211,996,656,2024-01-03,211.03,5,False,paypal
212,1002,671,2024-01-03,224.44,1,False,card
213,1010,687,2024-01-03,74.94,2,False,card
214,1018,719,2024-01-03,37.36,1,True,card
215,1019,720,2024-01-03,68.17,2,False,card
216,1023,734,2024-01-03,89.88,4,False,card
217,1024,738,2024-01-03,23.0,1,True,card
218,1029,744,2024-01-03,93.66,3,False,card
219,1032,752,2024-01-03,91.12,4,False,card
220,1035,761,2024-01-03,111.06,4,False,card
221,1036,763,2024-01-03,11.57,1,True,crypto
222,1037,765,2024-01-03,15.29,1,True,card
223,1039,779,2024-01-03,66.99,2,True,card
224,1042,783,2024-01-03,22.24,1,False,card
225,1043,786,2024-01-03,38.4,3,True,card
226,1051,803,2024-01-03,98.39,5,False,card
227,1053,806,2024-01-03,23.97,1,False,card
228,1055,812,2024-01-03,53.18,2,True,card
229,1073,839,2024-01-03,134.06,3,True,card
230,1078,853,2024-01-03,23.5,1,False,paypal
231,1082,862,2024-01-03,295.43,3,False,card
232,1085,879,2024-01-03,64.63,2,False,paypal
233,1089,886,2024-01-03,23.94,1,False,card
234,1090,896,2024-01-03,214.15,3,False,card
235,1092,899,2024-01-03,97.21,6,False,card
236,1100,913,2024-01-03,35.88,1,False,card
237,1101,919,2024-01-03,29.24,1,True,paypal
238,1115,951,2024-01-03,24.09,1,False,card
239,1120,963,2024-01-03,36.74,1,True,crypto
240,1122,966,2024-01-03,12.86,1,True,paypal
241,1143,17,2024-01-04,53.57,3,True,paypal
242,1144,18,2024-01-04,25.69,1,True,card
243,1147,21,2024-01-04,31.11,1,False,paypal
244,1159,46,2024-01-04,22.97,1,True,card
245,1162,54,2024-01-04,79.11,1,True,card
246,1163,57,2024-01-04,18.74,1,True,paypal
247,1167,65,2024-01-04,46.59,2,True,card
248,1174,84,2024-01-04,45.55,1,False,card
249,1179,93,2024-01-04,51.54,1,False,paypal
250,1183,102,2024-01-04,36.6,1,False,paypal
251,1201,167,2024-01-04,91.21,2,True,card
252,1204,173,2024-01-04,13.39,1,True,card
253,1207,179,2024-01-04,112.16,2,False,paypal
254,1210,187,2024-01-04,78.11,2,False,card
255,1214,202,2024-01-04,73.37,2,True,card
256,1220,219,2024-01-04,15.49,1,False,card
257,1228,242,2024-01-04,65.97,1,True,card
258,1239,261,2024-01-04,250.53,7,False,card
259,1240,262,2024-01-04,45.78,2,True,paypal
260,1242,264,2024-01-04,12.15,1,True,card
261,1244,267,2024-01-04,87.11,3,False,card
262,1246,272,2024-01-04,178.96,2,False,card
263,1253,284,2024-01-04,10.05,1,False,card
264,1257,294,2024-01-04,319.25,7,False,paypal
265,1259,299,2024-01-04,21.26,1,True,card
266,1262,314,2024-01-04,18.87,1,True,card
267,1268,332,2024-01-04,79.38,3,False,card
268,1272,346,2024-01-04,159.81,2,False,paypal
269,1278,355,2024-01-04,80.0,2,False,paypal
270,1279,357,2024-01-04,150.33,4,False,paypal
271,1287,372,2024-01-04,62.85,1,False,card
272,1289,378,2024-01-04,131.43,3,False,paypal
273,1295,393,2024-01-04,80.3,2,False,paypal
274,1297,403,2024-01-04,17.17,1,False,paypal
275,1307,434,2024-01-04,112.55,2,True,paypal
276,1310,447,2024-01-04,14.77,1,False,card
277,1313,452,2024-01-04,86.43,1,False,crypto
278,1319,468,2024-01-04,80.5,3,False,card
279,1331,491,2024-01-04,249.22,6,False,card
280,1341,525,2024-01-04,398.72,6,False,card
281,1349,549,2024-01-04,61.03,2,True,card
282,1358,579,2024-01-04,16.25,1,True,card
283,1360,591,2024-01-04,13.03,1,True,paypal
284,1364,601,2024-01-04,154.75,5,False,card
285,1372,615,2024-01-04,36.37,1,False,card
286,1375,620,2024-01-04,200.51,5,False,card
287,1383,641,2024-01-04,46.13,1,True,card
288,1385,647,2024-01-04,21.87,1,True,card
289,1386,652,2024-01-04,20.56,1,True,paypal
290,1411,723,2024-01-04,182.21,2,False,paypal
291,1413,730,2024-01-04,49.65,1,True,paypal
292,1428,774,2024-01-04,22.69,1,False,paypal
293,1432,782,2024-01-04,34.91,1,True,crypto
294,1435,794,2024-01-04,17.58,1,True,crypto
295,1438,803,2024-01-04,85.67,5,False,card
296,1439,807,2024-01-04,413.18,4,False,card
297,1441,809,2024-01-04,90.77,1,True,paypal
298,1446,821,2024-01-04,27.78,1,True,card
299,1447,824,2024-01-04,132.08,6,False,crypto
300,1448,826,2024-01-04,32.46,1,False,card
301,1450,830,2024-01-04,52.38,2,False,paypal
302,1454,843,2024-01-04,30.0,1,False,paypal
303,1455,844,2024-01-04,40.8,1,False,card
304,1456,845,2024-01-04,88.48,1,True,card
305,1465,862,2024-01-04,321.87,3,False,paypal
306,1482,898,2024-01-04,190.71,4,False,card
307,1484,901,2024-01-04,32.21,1,True,card
308,1488,909,2024-01-04,103.74,6,False,paypal
309,1492,918,2024-01-04,19.19,1,True,card
310,1495,923,2024-01-04,111.73,2,True,card
311,1500,945,2024-01-04,36.04,1,True,card
312,1504,957,2024-01-04,60.96,4,False,card
313,1511,970,2024-01-04,22.88,2,True,paypal
314,1515,987,2024-01-04,72.78,1,True,card
315,1519,994,2024-01-04,260.12,6,False,card
316,1528,17,2024-01-05,59.84,3,True,card
317,1529,20,2024-01-05,29.17,1,False,card
318,1533,32,2024-01-05,60.95,1,False,paypal
319,1538,50,2024-01-05,28.1,1,False,card
320,1545,85,2024-01-05,31.82,1,True,card
321,1546,87,2024-01-05,29.73,1,False,card
322,1547,88,2024-01-05,264.29,4,False,card
323,1550,92,2024-01-05,80.15,1,True,card
324,1557,105,2024-01-05,22.65,1,True,card
325,1559,109,2024-01-05,40.02,1,True,card
326,1569,132,2024-01-05,131.94,5,False,card
327,1574,142,2024-01-05,101.91,3,False,card
328,1576,147,2024-01-05,90.62,1,False,card
329,1581,159,2024-01-05,51.13,3,True,paypal
330,1587,173,2024-01-05,13.06,1,False,card
331,1596,192,2024-01-05,26.54,1,False,card
332,1614,247,2024-01-05,21.84,1,True,paypal
333,1616,250,2024-01-05,50.25,1,False,paypal
334,1617,251,2024-01-05,10.1,1,False,paypal
335,1623,263,2024-01-05,33.18,2,True,card
336,1625,267,2024-01-05,81.27,4,False,card
337,1626,272,2024-01-05,164.53,2,False,card
338,1627,274,2024-01-05,40.47,3,True,card
339,1633,295,2024-01-05,63.19,2,True,crypto
340,1642,315,2024-01-05,105.08,3,True,card
341,1655,346,2024-01-05,160.74,2,False,paypal
342,1656,347,2024-01-05,40.91,2,True,card
343,1663,369,2024-01-05,19.64,1,False,card
344,1671,387,2024-01-05,221.85,4,False,crypto
345,1677,410,2024-01-05,13.99,1,False,card
346,1678,412,2024-01-05,95.88,4,False,card
347,1690,452,2024-01-05,86.55,1,False,paypal
348,1693,458,2024-01-05,24.74,1,False,card
349,1694,460,2024-01-05,243.1,5,False,card
350,1698,468,2024-01-05,77.26,3,False,card
351,1699,475,2024-01-05,99.38,4,False,paypal
352,1702,479,2024-01-05,30.15,1,True,card
353,1704,481,2024-01-05,104.55,1,True,card
354,1705,482,2024-01-05,24.36,1,False,card
355,1712,499,2024-01-05,186.42,3,False,crypto
356,1713,500,2024-01-05,214.08,4,False,crypto
357,1723,538,2024-01-05,139.81,3,False,card
358,1731,559,2024-01-05,325.26,7,True,paypal
359,1735,578,2024-01-05,91.75,4,False,card
360,1737,583,2024-01-05,274.83,5,False,card
361,1738,584,2024-01-05,118.0,3,False,card
362,1741,595,2024-01-05,26.66,1,True,card
363,1743,598,2024-01-05,104.53,3,True,card
364,1750,625,2024-01-05,20.87,1,False,paypal
365,1751,626,2024-01-05,99.23,1,False,card
366,1755,641,2024-01-05,41.96,1,True,card
367,1756,644,2024-01-05,41.32,2,True,paypal
368,1762,663,2024-01-05,15.18,1,True,card
369,1778,704,2024-01-05,21.65,2,True,card
370,1780,706,2024-01-05,17.36,1,False,paypal
371,1783,714,2024-01-05,37.38,1,False,card
372,1784,719,2024-01-05,35.64,1,False,paypal
373,1787,726,2024-01-05,41.98,1,False,card
374,1790,734,2024-01-05,106.56,4,False,card
375,1796,742,2024-01-05,65.33,1,True,card
376,1805,765,2024-01-05,16.66,1,False,card
377,1806,768,2024-01-05,104.68,1,True,paypal
378,1822,814,2024-01-05,32.14,1,False,card
379,1827,821,2024-01-05,28.09,1,False,card
380,1829,824,2024-01-05,120.77,5,False,card
381,1834,840,2024-01-05,31.5,1,True,paypal
382,1836,843,2024-01-05,30.05,1,True,card
383,1842,862,2024-01-05,355.87,3,False,card
384,1843,867,2024-01-05,190.99,3,False,paypal
385,1846,879,2024-01-05,78.06,3,False,card
386,1857,899,2024-01-05,84.83,5,False,card
387,1862,909,2024-01-05,78.83,4,False,paypal
388,1868,922,2024-01-05,29.24,1,False,paypal
389,1880,953,2024-01-05,26.16,1,True,card
390,1881,954,2024-01-05,65.35,3,False,card
391,1882,957,2024-01-05,58.62,3,False,card
392,1884,964,2024-01-05,17.31,1,True,paypal
393,1899,18,2024-01-06,29.61,1,False,card
394,1900,19,2024-01-06,114.19,4,False,paypal
395,1906,30,2024-01-06,100.17,1,True,paypal
396,1915,57,2024-01-06,19.6,1,False,crypto
397,1923,68,2024-01-06,75.75,3,False,crypto
398,1925,74,2024-01-06,98.37,3,True,paypal
399,1927,78,2024-01-06,43.29,1,False,card
400,1929,84,2024-01-06,54.36,1,False,card
401,1931,87,2024-01-06,37.7,1,True,card
402,1936,103,2024-01-06,58.05,1,True,card
403,1945,128,2024-01-06,30.21,1,True,card
404,1947,134,2024-01-06,53.71,2,True,card
405,1955,145,2024-01-06,118.41,1,False,card
406,1958,148,2024-01-06,35.49,1,True,paypal
407,1966,173,2024-01-06,11.02,1,False,card
408,1975,190,2024-01-06,226.92,2,False,card
409,1985,239,2024-01-06,55.74,2,True,paypal
410,1994,261,2024-01-06,270.5,7,False,card
411,2002,278,2024-01-06,33.12,1,False,card
412,2004,284,2024-01-06,10.35,1,False,crypto
413,2008,295,2024-01-06,57.72,2,True,card
414,2021,337,2024-01-06,10.14,1,True,card
415,2024,343,2024-01-06,61.88,1,False,card
416,2030,361,2024-01-06,308.79,9,False,card
417,2032,366,2024-01-06,27.9,1,False,paypal
418,2045,400,2024-01-06,41.86,1,True,paypal
419,2072,469,2024-01-06,26.12,1,True,card
420,2078,479,2024-01-06,26.35,1,True,card
421,2101,535,2024-01-06,171.52,4,True,card
422,2109,566,2024-01-06,41.61,3,False,crypto
423,2118,598,2024-01-06,111.27,2,True,card
424,2119,603,2024-01-06,64.81,3,True,card
425,2124,614,2024-01-06,267.62,5,False,card
426,2126,617,2024-01-06,29.47,1,True,card
427,2128,624,2024-01-06,14.76,1,True,paypal
428,2134,641,2024-01-06,54.9,1,True,paypal
429,2139,657,2024-01-06,58.52,2,True,card
430,2141,660,2024-01-06,44.0,2,True,card
431,2144,671,2024-01-06,188.44,2,False,card
432,2152,700,2024-01-06,12.2,1,True,paypal
433,2154,705,2024-01-06,28.06,1,False,card
434,2158,710,2024-01-06,16.7,1,True,card
435,2164,723,2024-01-06,152.6,2,False,paypal
436,2174,752,2024-01-06,80.84,4,False,crypto
437,2175,761,2024-01-06,105.34,2,False,card
438,2178,771,2024-01-06,124.05,1,True,card
439,2179,772,2024-01-06,60.93,2,False,paypal
440,2182,779,2024-01-06,78.53,2,True,card
441,2187,786,2024-01-06,43.46,2,True,card
442,2191,791,2024-01-06,18.22,1,False,paypal
443,2193,797,2024-01-06,39.13,1,False,card
444,2202,818,2024-01-06,44.78,3,False,card
445,2205,829,2024-01-06,22.3,1,True,card
446,2212,842,2024-01-06,62.1,1,True,card
447,2220,851,2024-01-06,22.42,1,False,card
448,2231,875,2024-01-06,126.8,3,False,card
449,2240,898,2024-01-06,205.2,3,False,paypal
450,2246,909,2024-01-06,84.99,6,False,card
451,2247,910,2024-01-06,157.76,3,False,card
452,2253,920,2024-01-06,31.63,1,False,card
453,2261,940,2024-01-06,22.5,1,False,card
454,2263,945,2024-01-06,25.51,1,True,card
455,2264,951,2024-01-06,21.58,1,False,card
456,2268,969,2024-01-06,27.98,1,False,card
457,2285,16,2024-01-07,28.74,1,True,card
458,2288,19,2024-01-07,110.29,3,False,paypal
459,2292,28,2024-01-07,26.54,2,True,card
460,2303,57,2024-01-07,21.42,1,False,card
461,2305,60,2024-01-07,94.67,3,False,card
462,2306,61,2024-01-07,312.07,5,False,paypal
463,2312,72,2024-01-07,65.77,2,True,crypto
464,2314,78,2024-01-07,31.83,1,True,crypto
465,2316,87,2024-01-07,39.98,1,False,card
466,2320,93,2024-01-07,53.91,1,False,card
467,2333,135,2024-01-07,30.81,1,True,card
468,2337,143,2024-01-07,59.18,3,False,card
469,2354,204,2024-01-07,65.85,2,False,card
470,2356,208,2024-01-07,24.13,1,False,card
471,2360,215,2024-01-07,62.05,2,False,card
472,2371,238,2024-01-07,46.34,2,False,paypal
473,2372,239,2024-01-07,66.1,3,True,card
474,2381,256,2024-01-07,66.96,3,False,paypal
475,2382,259,2024-01-07,46.91,1,True,card
476,2386,264,2024-01-07,9.92,1,True,card
477,2402,316,2024-01-07,329.76,3,False,paypal
478,2404,319,2024-01-07,14.0,1,True,card
479,2415,347,2024-01-07,40.23,2,True,paypal
480,2417,351,2024-01-07,13.46,1,True,paypal
481,2420,356,2024-01-07,28.17,1,True,card
482,2437,396,2024-01-07,123.92,2,False,paypal
483,2446,431,2024-01-07,51.32,2,False,card
484,2451,438,2024-01-07,15.89,1,False,paypal
485,2452,447,2024-01-07,12.27,1,True,crypto
486,2453,460,2024-01-07,223.76,5,False,paypal
487,2464,485,2024-01-07,88.96,3,False,card
488,2470,502,2024-01-07,51.52,2,False,crypto
489,2472,506,2024-01-07,82.31,2,False,card
490,2475,522,2024-01-07,36.33,2,True,paypal
491,2478,526,2024-01-07,65.05,2,False,paypal
492,2482,533,2024-01-07,61.62,2,False,card
493,2483,535,2024-01-07,180.08,4,False,card
494,2486,542,2024-01-07,35.91,1,False,paypal
495,2490,553,2024-01-07,134.94,3,False,card
496,2493,564,2024-01-07,20.37,1,False,paypal
497,2506,604,2024-01-07,34.07,1,True,card
498,2512,614,2024-01-07,332.17,4,False,card
499,2527,657,2024-01-07,64.2,3,False,card
500,2531,670,2024-01-07,34.15,1,True,paypal
501,2547,711,2024-01-07,64.61,1,False,crypto
502,2562,751,2024-01-07,16.78,1,False,paypal
503,2564,757,2024-01-07,84.47,4,False,card
504,2568,765,2024-01-07,18.09,1,True,paypal
505,2569,768,2024-01-07,101.21,1,True,card
506,2572,779,2024-01-07,68.79,2,True,card
507,2576,794,2024-01-07,15.6,1,True,crypto
508,2581,806,2024-01-07,20.48,1,True,card
509,2583,812,2024-01-07,41.49,2,False,card
510,2587,821,2024-01-07,22.96,1,False,crypto
511,2588,824,2024-01-07,125.21,4,True,paypal
512,2589,826,2024-01-07,31.27,1,False,card
513,2591,832,2024-01-07,122.54,3,False,card
514,2592,835,2024-01-07,25.26,1,True,card
515,2596,846,2024-01-07,94.49,4,False,paypal
516,2599,853,2024-01-07,19.93,1,True,card
517,2600,856,2024-01-07,61.84,1,False,paypal
518,2603,865,2024-01-07,15.53,1,False,paypal
519,2606,868,2024-01-07,58.16,1,True,paypal
520,2612,879,2024-01-07,77.65,2,True,crypto
521,2629,912,2024-01-07,38.95,1,False,card
522,2640,933,2024-01-07,89.64,1,False,card
523,2645,944,2024-01-07,73.18,6,False,paypal
524,2648,950,2024-01-07,28.26,1,False,paypal
525,2654,961,2024-01-07,51.9,3,True,crypto
526,2668,989,2024-01-07,37.92,1,True,card
527,2672,995,2024-01-07,122.89,6,False,paypal
528,2674,2,2024-01-08,43.81,2,False,card
529,2679,18,2024-01-08,34.97,1,False,paypal
530,2680,20,2024-01-08,30.25,1,True,card
531,2701,74,2024-01-08,85.89,3,False,card
532,2705,84,2024-01-08,51.29,1,True,card
533,2713,102,2024-01-08,35.69,1,False,card
534,2727,157,2024-01-08,34.76,1,False,crypto
535,2732,169,2024-01-08,32.22,1,True,paypal
536,2734,171,2024-01-08,67.75,1,True,card
537,2736,175,2024-01-08,50.73,2,True,card
538,2738,177,2024-01-08,51.51,1,True,card
539,2755,244,2024-01-08,34.35,1,True,card
540,2758,249,2024-01-08,16.6,1,True,paypal
541,2770,272,2024-01-08,163.85,1,False,card
542,2779,297,2024-01-08,30.85,1,True,card
543,2784,315,2024-01-08,111.27,4,False,paypal
544,2785,317,2024-01-08,47.35,1,True,card
545,2787,319,2024-01-08,11.61,1,True,card
546,2789,324,2024-01-08,98.84,4,True,card
547,2792,335,2024-01-08,77.21,2,False,paypal
548,2795,352,2024-01-08,157.86,3,False,paypal
549,2798,358,2024-01-08,27.34,1,True,card
550,2799,360,2024-01-08,93.73,1,False,card
551,2808,383,2024-01-08,19.4,1,False,card
552,2823,417,2024-01-08,93.3,3,False,card
553,2828,433,2024-01-08,45.94,1,True,card
554,2840,454,2024-01-08,21.75,1,True,card
555,2842,456,2024-01-08,67.79,1,True,card
556,2847,474,2024-01-08,187.11,3,False,card
557,2857,493,2024-01-08,57.92,1,True,paypal
558,2860,500,2024-01-08,224.36,3,False,card
559,2865,532,2024-01-08,83.09,1,False,paypal
560,2870,553,2024-01-08,170.81,3,False,card
561,2880,578,2024-01-08,94.59,4,False,card
562,2884,589,2024-01-08,51.17,3,True,card
563,2885,591,2024-01-08,14.82,1,True,paypal
564,2890,613,2024-01-08,32.99,1,True,card
565,2897,628,2024-01-08,30.88,1,True,card
566,2898,635,2024-01-08,266.69,6,False,paypal
567,2901,641,2024-01-08,48.06,1,True,paypal
568,2906,658,2024-01-08,10.25,1,True,card
569,2908,664,2024-01-08,24.3,1,True,paypal
570,2910,667,2024-01-08,34.45,1,True,card
571,2914,682,2024-01-08,39.38,1,False,card
572,2915,683,2024-01-08,13.32,1,False,card
